Entry	Entry Name	Mass	Length	Gene Names	Organism	Organism (ID)	Protein names
Q8C6N2	Q8C6N2_MOUSE	11171	107	D830025C05Rik Letm2	Mus musculus (Mouse)	10090	Uncharacterized protein
Q8C6N4	Q8C6N4_MOUSE	27963	260	Tapbp	Mus musculus (Mouse)	10090	Ig-like domain-containing protein
Q8C6N9	Q8C6N9_MOUSE	19395	193	Gpr45	Mus musculus (Mouse)	10090	Uncharacterized protein
Q8C6P2	Q8C6P2_MOUSE	35011	309	Ovgp1	Mus musculus (Mouse)	10090	GH18 domain-containing protein
Q8C6Q1	Q8C6Q1_MOUSE	19337	169	E230016K23Rik	Mus musculus (Mouse)	10090	Uncharacterized protein
Q8C6Q2	Q8C6Q2_MOUSE	16639	156	2410022M11Rik	Mus musculus (Mouse)	10090	Uncharacterized protein
Q8C6Q4	Q8C6Q4_MOUSE	21926	201	Aox3	Mus musculus (Mouse)	10090	2Fe-2S ferredoxin-type domain-containing protein
Q8C6Q5	Q8C6Q5_MOUSE	15622	150	9930038K12Rik	Mus musculus (Mouse)	10090	Uncharacterized protein
Q8C6Q8	Q8C6Q8_MOUSE	14281	129	E230015B07Rik	Mus musculus (Mouse)	10090	Uncharacterized protein
Q8C6R0	Q8C6R0_MOUSE	12783	129		Mus musculus (Mouse)	10090	Uncharacterized protein
Q8C6R3	Q8C6R3_MOUSE	26720	245	Hspa4	Mus musculus (Mouse)	10090	Heat shock 70 kDa protein 4
Q8C6R5	Q8C6R5_MOUSE	51577	449	Ptk2b	Mus musculus (Mouse)	10090	FERM domain-containing protein
Q8C6R6	Q8C6R6_MOUSE	12532	111	Zbtb44 BC038156	Mus musculus (Mouse)	10090	Secreted protein
Q8C6R9	Q8C6R9_MOUSE	36769	310	Ccdc180 E230008N13Rik	Mus musculus (Mouse)	10090	DUF4455 domain-containing protein
Q8C6S0	Q8C6S0_MOUSE	22437	210	Ltbp1	Mus musculus (Mouse)	10090	Uncharacterized protein
Q8C6S1	Q8C6S1_MOUSE	31912	278	Pramel52-ps AA792892	Mus musculus (Mouse)	10090	Expressed sequence AA792892
Q8C6S5	Q8C6S5_MOUSE	65310	570	Cybb	Mus musculus (Mouse)	10090	FAD-binding FR-type domain-containing protein
Q8C6S6	Q8C6S6_MOUSE	15679	144	Neurl1b EG240055	Mus musculus (Mouse)	10090	Predicted gene, EG240055
Q8C6S8	Q8C6S8_MOUSE	38219	338	Nckap5	Mus musculus (Mouse)	10090	NCK-associated protein 5
Q8C6T0	Q8C6T0_MOUSE	12590	116	Tmem139	Mus musculus (Mouse)	10090	Transmembrane protein 139
Q8C6T9	Q8C6T9_MOUSE	11900	101	Nfib	Mus musculus (Mouse)	10090	Uncharacterized protein
Q8C6U0	Q8C6U0_MOUSE	22703	201	Il18rap	Mus musculus (Mouse)	10090	IL-1Ra-like immunoglobulin domain-containing protein
Q8C6U1	Q8C6U1_MOUSE	13041	121	E030024N20Rik	Mus musculus (Mouse)	10090	Uncharacterized protein
Q8C6U3	Q8C6U3_MOUSE	14116	126		Mus musculus (Mouse)	10090	Uncharacterized protein
Q8C6U6	Q8C6U6_MOUSE	16522	145	Nfia Dnajc11	Mus musculus (Mouse)	10090	Uncharacterized protein
Q8C6U8	Q8C6U8_MOUSE	51877	469	Dlc1 A730069N07Rik	Mus musculus (Mouse)	10090	Rho GTPase-activating protein 7
Q8C6U9	Q8C6U9_MOUSE	10660	91	Yes1 Yes	Mus musculus (Mouse)	10090	Protein kinase domain-containing protein
Q8C6V2	Q8C6V2_MOUSE	15679	146	E030011O05Rik	Mus musculus (Mouse)	10090	Uncharacterized protein
Q8C6V3	TM212_MOUSE	20747	187	Tmem212	Mus musculus (Mouse)	10090	Transmembrane protein 212
Q8C6V6	Q8C6V6_MOUSE	24900	222	Tns1	Mus musculus (Mouse)	10090	Phosphatase tensin-type domain-containing protein
Q8C6W4	Q8C6W4_MOUSE	11954	104	P2rx3	Mus musculus (Mouse)	10090	Uncharacterized protein
Q8C6W5	Q8C6W5_MOUSE	74705	645	Zfp300	Mus musculus (Mouse)	10090	Zinc finger protein 182
Q8C6W7	Q8C6W7_MOUSE	11348	104		Mus musculus (Mouse)	10090	Uncharacterized protein
Q8C6W8	Q8C6W8_MOUSE	63387	572	Clcn5	Mus musculus (Mouse)	10090	H(+)/Cl(-) exchange transporter 5
Q8C6X0	Q8C6X0_MOUSE	29570	262	Col11a1	Mus musculus (Mouse)	10090	Laminin G domain-containing protein
Q8C6X7	Q8C6X7_MOUSE	20931	196	D830050J10Rik Raf1	Mus musculus (Mouse)	10090	Uncharacterized protein
Q8C6Y0	Q8C6Y0_MOUSE	29709	266	Col6a1	Mus musculus (Mouse)	10090	VWFA domain-containing protein
Q8C6Y3	Q8C6Y3_MOUSE	10921	100	Cacna2d1	Mus musculus (Mouse)	10090	Calcium channel, voltage-dependent, alpha2/delta subunit 1
Q8C6Y4	Q8C6Y4_MOUSE	40665	361	Mitf	Mus musculus (Mouse)	10090	BHLH domain-containing protein
Q8C6Y5	Q8C6Y5_MOUSE	13781	129		Mus musculus (Mouse)	10090	Uncharacterized protein
Q8C6Y8	Q8C6Y8_MOUSE	25524	231	Rigi Ddx58	Mus musculus (Mouse)	10090	Helicase ATP-binding domain-containing protein
Q8C6Y9	Q8C6Y9_MOUSE	12147	112	Gm5105 EG329763	Mus musculus (Mouse)	10090	Uncharacterized protein
Q8C6Z0	Q8C6Z0_MOUSE	7847	69	Kif1b	Mus musculus (Mouse)	10090	PH domain-containing protein
Q8C6Z3	Q8C6Z3_MOUSE	64778	583	Zc3h7a Zc3h7 Zc3hdc7	Mus musculus (Mouse)	10090	Zinc finger CCCH type containing 7 A
Q8C6Z7	Q8C6Z7_MOUSE	9538	81		Mus musculus (Mouse)	10090	Uncharacterized protein
Q8C701	Q8C701_MOUSE	18052	164	D630044L22Rik	Mus musculus (Mouse)	10090	Uncharacterized protein
Q8C703	Q8C703_MOUSE	12324	113	D630008O14Rik Bcl2	Mus musculus (Mouse)	10090	Uncharacterized protein
Q8C711	Q8C711_MOUSE	58749	531	Wdr7	Mus musculus (Mouse)	10090	WD repeat domain 7
Q8C713	Q8C713_MOUSE	20100	181	Poldip3	Mus musculus (Mouse)	10090	Polymerase delta-interacting protein 3
Q8C714	Q8C714_MOUSE	57303	524	Specc1l Cytsa	Mus musculus (Mouse)	10090	Uncharacterized protein
Q8C715	Q8C715_MOUSE	42990	400	Oxr1	Mus musculus (Mouse)	10090	LysM domain-containing protein
Q8C716	Q8C716_MOUSE	17028	153	Hmcn1 EG545370	Mus musculus (Mouse)	10090	Hemicentin 1 (Hmcn1 protein)
Q8C725	Q8C725_MOUSE	61352	545	Fastk	Mus musculus (Mouse)	10090	Fas-activated serine/threonine kinase
Q8C728	Q8C728_MOUSE	36700	348		Mus musculus (Mouse)	10090	Uncharacterized protein
Q8C730	Q8C730_MOUSE	88222	815	Cdh16	Mus musculus (Mouse)	10090	Cadherin 16
Q8C736	Q8C736_MOUSE	15646	141	Dab2	Mus musculus (Mouse)	10090	Uncharacterized protein
Q8C738	Q8C738_MOUSE	11056	108	D630002J18Rik	Mus musculus (Mouse)	10090	Uncharacterized protein
Q8C741	Q8C741_MOUSE	21189	192	Phox2b	Mus musculus (Mouse)	10090	Paired-like homeobox 2b
Q8C743	Q8C743_MOUSE	12886	113	3830408C21Rik	Mus musculus (Mouse)	10090	Uncharacterized protein
Q8C744	Q8C744_MOUSE	14100	126	Dubr 5330426P16Rik	Mus musculus (Mouse)	10090	Uncharacterized protein
Q8C745	Q8C745_MOUSE	12725	118	Selenoi D5Wsu178e Ept1	Mus musculus (Mouse)	10090	Uncharacterized protein
Q8C752	Q8C752_MOUSE	14828	126	Septin7 Sept7	Mus musculus (Mouse)	10090	Septin-type G domain-containing protein
Q8C757	Q8C757_MOUSE	17150	155	2310067E19Rik	Mus musculus (Mouse)	10090	Uncharacterized protein
Q8C763	Q8C763_MOUSE	60651	551	Mecom Evi1	Mus musculus (Mouse)	10090	C2H2-type domain-containing protein
Q8C766	Q8C766_MOUSE	24723	231		Mus musculus (Mouse)	10090	Neogenin C-terminal domain-containing protein
Q8C771	Q8C771_MOUSE	86028	774	Tmem131l D930015E06Rik	Mus musculus (Mouse)	10090	Uncharacterized protein
Q8C774	Q8C774_MOUSE	57404	523	Dyrk1a	Mus musculus (Mouse)	10090	Protein kinase domain-containing protein
Q8C775	Q8C775_MOUSE	11326	105	Lratd2 Fam84b	Mus musculus (Mouse)	10090	Uncharacterized protein
Q8C776	Q8C776_MOUSE	11432	104		Mus musculus (Mouse)	10090	Uncharacterized protein
Q8C777	Q8C777_MOUSE	136843	1224	Mcm3ap	Mus musculus (Mouse)	10090	PCI domain-containing protein
Q8C778	Q8C778_MOUSE	12785	122	Nfat5	Mus musculus (Mouse)	10090	Nuclear factor of activated T-cells 5, tonicity-responsive
Q8C780	Q8C780_MOUSE	26022	243	Plekhh3 BC020025	Mus musculus (Mouse)	10090	FERM central domain-containing protein
Q8C782	Q8C782_MOUSE	58247	515	Kcnh7	Mus musculus (Mouse)	10090	Potassium voltage-gated channel, subfamily H (eag-related), member 7
Q8C797	Q8C797_MOUSE	53234	479	Abcc9	Mus musculus (Mouse)	10090	Uncharacterized protein
Q8C799	Q8C799_MOUSE	22626	211	D330020A13Rik	Mus musculus (Mouse)	10090	Uncharacterized protein
Q8C7A0	Q8C7A0_MOUSE	65658	581	Zfp319	Mus musculus (Mouse)	10090	C2H2-type domain-containing protein
Q8C7B0	Q8C7B0_MOUSE	78417	756	Mllt10	Mus musculus (Mouse)	10090	MLLT10 histone lysine methyltransferase DOT1L cofactor
Q8C7B5	Q8C7B5_MOUSE	15633	140	Gm9883	Mus musculus (Mouse)	10090	Uncharacterized protein
Q8C7B9	Q8C7B9_MOUSE	14195	129	AI606181	Mus musculus (Mouse)	10090	Uncharacterized protein
Q8C7C0	Q8C7C0_MOUSE	17178	161		Mus musculus (Mouse)	10090	Uncharacterized protein
Q8C7C2	Q8C7C2_MOUSE	99528	883	Lrba	Mus musculus (Mouse)	10090	Uncharacterized protein
Q8C7C3	Q8C7C3_MOUSE	28896	248	Tpm3	Mus musculus (Mouse)	10090	Tropomyosin alpha-3 chain
Q8C7C8	Q8C7C8_MOUSE	12873	119	Gm4814 EG218444	Mus musculus (Mouse)	10090	Uncharacterized protein
Q8C7D0	Q8C7D0_MOUSE	44698	376	Ik	Mus musculus (Mouse)	10090	RED-like N-terminal domain-containing protein
Q8C7D1	Q8C7D1_MOUSE	13713	126		Mus musculus (Mouse)	10090	Uncharacterized protein
Q8C7D3	Q8C7D3_MOUSE	43350	381	Pabpc5	Mus musculus (Mouse)	10090	Poly(A) binding protein, cytoplasmic 5
Q8C7D7	Q8C7D7_MOUSE	27852	247	Hid1 C630004H02Rik	Mus musculus (Mouse)	10090	Protein HID1
Q8C7D8	Q8C7D8_MOUSE	16045	154	Enho	Mus musculus (Mouse)	10090	Uncharacterized protein
Q8C7E2	Q8C7E2_MOUSE	42206	377	Ccni	Mus musculus (Mouse)	10090	Cyclin-like domain-containing protein
Q8C7E3	Q8C7E3_MOUSE	13445	123	Gm9975	Mus musculus (Mouse)	10090	Uncharacterized protein
Q8C7E8	Q8C7E8_MOUSE	18979	167		Mus musculus (Mouse)	10090	Uncharacterized protein
Q8C7F0	Q8C7F0_MOUSE	46824	415	Trdmt1 Dnmt2	Mus musculus (Mouse)	10090	Uncharacterized protein
Q8C7F4	Q8C7F4_MOUSE	16465	146	Cd47	Mus musculus (Mouse)	10090	Uncharacterized protein
Q8C7F6	Q8C7F6_MOUSE	45099	393		Mus musculus (Mouse)	10090	Integral membrane protein GPR137B
Q8C7F8	Q8C7F8_MOUSE	12456	109	Gm14168	Mus musculus (Mouse)	10090	Uncharacterized protein
Q8C7G2	Q8C7G2_MOUSE	24734	209	Omd	Mus musculus (Mouse)	10090	Uncharacterized protein
Q8C7G6	Q8C7G6_MOUSE	15180	133	Nfib	Mus musculus (Mouse)	10090	Uncharacterized protein
Q8C7G7	Q8C7G7_MOUSE	12036	101		Mus musculus (Mouse)	10090	Uncharacterized protein
Q8C7H2	Q8C7H2_MOUSE	15079	137		Mus musculus (Mouse)	10090	Uncharacterized protein
Q8C7H7	Q8C7H7_MOUSE	10894	97	Slco1a4	Mus musculus (Mouse)	10090	Uncharacterized protein
Q8C7H9	Q8C7H9_MOUSE	13436	116	F5	Mus musculus (Mouse)	10090	F5/8 type C domain-containing protein
Q8C7I1	Q8C7I1_MOUSE	17805	157	Tmem203	Mus musculus (Mouse)	10090	Transmembrane protein 203
Q8C7J0	Q8C7J0_MOUSE	12318	105		Mus musculus (Mouse)	10090	Uncharacterized protein
Q8C7J2	Q8C7J2_MOUSE	12535	110	Nln	Mus musculus (Mouse)	10090	Peptidase M3A/M3B catalytic domain-containing protein
Q8C7J6	Q8C7J6_MOUSE	33286	292	Kctd12b	Mus musculus (Mouse)	10090	Potassium channel tetramerisation domain containing 12b
Q8C7K3	Q8C7K3_MOUSE	75578	692	Klhdc7a	Mus musculus (Mouse)	10090	Kelch domain-containing protein 7A
Q8C7L1	Q8C7L1_MOUSE	18210	156	Capn3	Mus musculus (Mouse)	10090	EF-hand domain-containing protein
Q8C7L5	Q8C7L5_MOUSE	11590	109	Tmem147os C630016N16Rik	Mus musculus (Mouse)	10090	Uncharacterized protein
Q8C7L6	Q8C7L6_MOUSE	12380	107	Gm9962	Mus musculus (Mouse)	10090	Secreted protein
Q8C7M0	Q8C7M0_MOUSE	54333	491	Secisbp2l	Mus musculus (Mouse)	10090	Selenocysteine insertion sequence-binding protein 2-like
Q8C7M1	Q8C7M1_MOUSE	14298	127	Gm9946 EG330403	Mus musculus (Mouse)	10090	Uncharacterized protein
Q8C7M6	Q8C7M6_MOUSE	87543	764		Mus musculus (Mouse)	10090	Protein FAN
Q8C7M7	Q8C7M7_MOUSE	29674	272	C630004M23Rik	Mus musculus (Mouse)	10090	Uncharacterized protein
Q8C7M9	Q8C7M9_MOUSE	13433	122	C630004L07Rik	Mus musculus (Mouse)	10090	Uncharacterized protein
Q8C7P0	Q8C7P0_MOUSE	22026	207	Gm9768 Klhl21	Mus musculus (Mouse)	10090	Uncharacterized protein
Q8C7P1	Q8C7P1_MOUSE	68321	605	Klhl9	Mus musculus (Mouse)	10090	BTB domain-containing protein
Q8C7P2	Q8C7P2_MOUSE	12170	109	Pik3r1	Mus musculus (Mouse)	10090	Uncharacterized protein
Q8C7P8	Q8C7P8_MOUSE	12310	111	9330133O14Rik	Mus musculus (Mouse)	10090	Uncharacterized protein
Q8C7R2	Q8C7R2_MOUSE	17702	150	Gm3411	Mus musculus (Mouse)	10090	Predicted gene 3411
Q8C7R5	Q8C7R5_MOUSE	30765	270		Mus musculus (Mouse)	10090	Calponin-homology (CH) domain-containing protein
Q8C7R8	Q8C7R8_MOUSE	6409	54	Tpbg	Mus musculus (Mouse)	10090	Trophoblast glycoprotein
Q8C7S2	Q8C7S2_MOUSE	84090	753	Lima1 D15Ertd366e	Mus musculus (Mouse)	10090	LIM zinc-binding domain-containing protein
Q8C7S5	Q8C7S5_MOUSE	20567	186		Mus musculus (Mouse)	10090	Dihydrouridine synthase 1 like
Q8C7T5	Q8C7T5_MOUSE	86629	756	Usp9x	Mus musculus (Mouse)	10090	Ubiquitin carboxyl-terminal hydrolase FAF-X
Q8C7U4	Q8C7U4_MOUSE	26040	233	Fxr1 Fxr1h	Mus musculus (Mouse)	10090	Fragile X mental retardation syndrome-related protein 1
Q8C7V4	Q8C7V4_MOUSE	17549	161	C330011M18Rik	Mus musculus (Mouse)	10090	Uncharacterized protein
Q8C7V7	Q8C7V7_MOUSE	11825	110		Mus musculus (Mouse)	10090	Uncharacterized protein
Q8C7W1	Q8C7W1_MOUSE	12658	118	Ttbk1	Mus musculus (Mouse)	10090	Uncharacterized protein
Q8C7X1	Q8C7X1_MOUSE	16146	152	C230096K16Rik	Mus musculus (Mouse)	10090	Uncharacterized protein
Q8C7X3	Q8C7X3_MOUSE	18484	167	5830417I10Rik Gon4l	Mus musculus (Mouse)	10090	Uncharacterized protein
Q8C7X4	Q8C7X4_MOUSE	24604	226	F930015N05Rik Hs3st3a Hs3st3a1	Mus musculus (Mouse)	10090	Uncharacterized protein
Q8C7X7	Q8C7X7_MOUSE	19161	163	Tbc1d7	Mus musculus (Mouse)	10090	TBC1 domain family member 7
Q8C7Y0	Q8C7Y0_MOUSE	13380	119	Gm9915	Mus musculus (Mouse)	10090	Uncharacterized protein
Q8C7Y3	Q8C7Y3_MOUSE	26017	233		Mus musculus (Mouse)	10090	Nuclear receptor coactivator 2
Q8C7Y8	Q8C7Y8_MOUSE	17022	160		Mus musculus (Mouse)	10090	VIT domain-containing protein
Q8C7Z1	Q8C7Z1_MOUSE	53869	477	Mcf2l	Mus musculus (Mouse)	10090	CRAL-TRIO domain-containing protein
Q8C7Z2	Q8C7Z2_MOUSE	13608	129		Mus musculus (Mouse)	10090	Uncharacterized protein
Q8C7Z8	Q8C7Z8_MOUSE	11035	101	Gprin2	Mus musculus (Mouse)	10090	Uncharacterized protein
Q8C7Z9	Q8C7Z9_MOUSE	14558	126	Gm16488	Mus musculus (Mouse)	10090	Uncharacterized protein
Q8C800	Q8C800_MOUSE	11739	110		Mus musculus (Mouse)	10090	Uncharacterized protein
Q8C801	Q8C801_MOUSE	19345	184	C230071H18Rik	Mus musculus (Mouse)	10090	C230071H18Rik protein
Q8C803	Q8C803_MOUSE	23883	201	Cfap100 Ccdc37	Mus musculus (Mouse)	10090	Cilia- and flagella-associated protein 100
Q8C808	Q8C808_MOUSE	11370	100		Mus musculus (Mouse)	10090	Uncharacterized protein
Q8C813	Q8C813_MOUSE	17962	172	C230012O17Rik	Mus musculus (Mouse)	10090	Uncharacterized protein
Q8C814	Q8C814_MOUSE	14443	130	Gm53060	Mus musculus (Mouse)	10090	Uncharacterized protein
Q8C815	Q8C815_MOUSE	69377	640		Mus musculus (Mouse)	10090	Integrin alpha-2 domain-containing protein
Q8C819	Q8C819_MOUSE	32000	278	Ptprk	Mus musculus (Mouse)	10090	Uncharacterized protein
Q8C820	Q8C820_MOUSE	17845	162	Tmem44	Mus musculus (Mouse)	10090	Uncharacterized protein
Q8C825	Q8C825_MOUSE	67204	589	Grik1	Mus musculus (Mouse)	10090	Glutamate receptor ionotropic, kainate 1
Q8C830	Q8C830_MOUSE	11540	100	Triqk Gm11818 OTTMUSG00000004461	Mus musculus (Mouse)	10090	Predicted gene, OTTMUSG00000004461
Q8C837	Q8C837_MOUSE	3348	29	Khdrbs2	Mus musculus (Mouse)	10090	Uncharacterized protein
Q8C839	Q8C839_MOUSE	29295	256	Sf3b1	Mus musculus (Mouse)	10090	Splicing factor 3B subunit 1
Q8C841	Q8C841_MOUSE	19922	179	Wsb1	Mus musculus (Mouse)	10090	SOCS box domain-containing protein
Q8C845	Q8C845_MOUSE	26800	240	Efhd2	Mus musculus (Mouse)	10090	EF hand domain containing 2 (Efhd2 protein)
Q8C846	Q8C846_MOUSE	35663	321	Arid1a	Mus musculus (Mouse)	10090	SWI/SNF-like complex subunit BAF250 C-terminal domain-containing protein
Q8C851	Q8C851_MOUSE	35648	320	Ercc6	Mus musculus (Mouse)	10090	Uncharacterized protein
Q8C853	Q8C853_MOUSE	60127	534	Kcnt1	Mus musculus (Mouse)	10090	Potassium channel subfamily T member 1
Q8C860	Q8C860_MOUSE	38802	356	C130050O18Rik	Mus musculus (Mouse)	10090	G-protein coupled receptors family 1 profile domain-containing protein
Q8C862	Q8C862_MOUSE	22528	206		Mus musculus (Mouse)	10090	Uncharacterized protein
Q8C864	Q8C864_MOUSE	17577	160	Gm9936	Mus musculus (Mouse)	10090	Uncharacterized protein
Q8C865	Q8C865_MOUSE	28453	265	C130046B21Rik	Mus musculus (Mouse)	10090	Uncharacterized protein
Q8C867	Q8C867_MOUSE	13299	120	Gm20310	Mus musculus (Mouse)	10090	Uncharacterized protein
Q8C871	Q8C871_MOUSE	27402	245	Serpinb8	Mus musculus (Mouse)	10090	Serpin domain-containing protein
Q8C875	Q8C875_MOUSE	38249	351	Zfp185	Mus musculus (Mouse)	10090	LIM zinc-binding domain-containing protein
Q8C884	Q8C884_MOUSE	18435	164	Btbd8	Mus musculus (Mouse)	10090	Uncharacterized protein
Q8C888	Q8C888_MOUSE	13423	123	C130032M10Rik	Mus musculus (Mouse)	10090	Uncharacterized protein
Q8C894	Q8C894_MOUSE	42103	373	Lipt1 EG623661	Mus musculus (Mouse)	10090	BPL/LPL catalytic domain-containing protein
Q8C897	Q8C897_MOUSE	12271	110	C130026L21Rik	Mus musculus (Mouse)	10090	Uncharacterized protein
Q8C8A0	Q8C8A0_MOUSE	16974	153	C130023O10Rik	Mus musculus (Mouse)	10090	Uncharacterized protein
Q8C8A7	Q8C8A7_MOUSE	39881	363	Lgr5 Gpr49	Mus musculus (Mouse)	10090	LRRNT domain-containing protein
Q8C8B2	Q8C8B2_MOUSE	33278	294	Arhgap6	Mus musculus (Mouse)	10090	Rho-GAP domain-containing protein
Q8C8B5	Q8C8B5_MOUSE	26773	240	Hecw2	Mus musculus (Mouse)	10090	E3 ubiquitin-protein ligase HECW1/2 N-terminal domain-containing protein
Q8C8C0	Q8C8C0_MOUSE	80539	694	Mctp1	Mus musculus (Mouse)	10090	C2 domain-containing protein
Q8C8C7	Q8C8C7_MOUSE	14497	128	Epb41 Epb4.1	Mus musculus (Mouse)	10090	Uncharacterized protein
Q8C8C8	Q8C8C8_MOUSE	30602	279	Larp6	Mus musculus (Mouse)	10090	SUZ-C domain-containing protein
Q8C8C9	Q8C8C9_MOUSE	11262	105		Mus musculus (Mouse)	10090	Secreted protein
Q8C8D1	Q8C8D1_MOUSE	81472	718	Baz1a BC065123	Mus musculus (Mouse)	10090	Bromodomain adjacent to zinc finger domain protein 1A
Q8C8D3	Q8C8D3_MOUSE	15448	141	Selenoi D5Wsu178e Ept1	Mus musculus (Mouse)	10090	Uncharacterized protein
Q8C8D6	Q8C8D6_MOUSE	28951	261	Guf1 AA407526	Mus musculus (Mouse)	10090	Tr-type G domain-containing protein
Q8C8D9	Q8C8D9_MOUSE	17878	158		Mus musculus (Mouse)	10090	Delta-sarcoglycan
Q8C8E0	Q8C8E0_MOUSE	13693	125	Gm13199 OTTMUSG00000010878	Mus musculus (Mouse)	10090	Predicted gene 13199
Q8C8E3	Q8C8E3_MOUSE	46422	413	Wdr47	Mus musculus (Mouse)	10090	WD repeat-containing protein 47
Q8C8E6	Q8C8E6_MOUSE	24708	233		Mus musculus (Mouse)	10090	Uncharacterized protein
Q8C8E8	Q8C8E8_MOUSE	16754	147	Pfkp	Mus musculus (Mouse)	10090	Phosphofructokinase domain-containing protein
Q8C8F0	Q8C8F0_MOUSE	29534	260	Arhgap9	Mus musculus (Mouse)	10090	Rho-GAP domain-containing protein
Q8C8F1	Q8C8F1_MOUSE	12199	101		Mus musculus (Mouse)	10090	Uncharacterized protein
Q8C8F4	Q8C8F4_MOUSE	25717	234	Scyl3	Mus musculus (Mouse)	10090	Uncharacterized protein
Q8C8F5	Q8C8F5_MOUSE	11972	106	Cacng2	Mus musculus (Mouse)	10090	Uncharacterized protein
Q8C8F8	Q8C8F8_MOUSE	18841	178	Insyn1 6030419C18Rik	Mus musculus (Mouse)	10090	Uncharacterized protein
Q8C8G0	Q8C8G0_MOUSE	12569	118	B930036N10Rik Refbp2	Mus musculus (Mouse)	10090	Uncharacterized protein
Q8C8G1	Q8C8G1_MOUSE	9267	86	4930500M09Rik Kist Uhmk1	Mus musculus (Mouse)	10090	Uncharacterized protein
Q8C8G3	Q8C8G3_MOUSE	42352	371	Tmem135	Mus musculus (Mouse)	10090	Transmembrane protein 135
Q8C8H0	Q8C8H0_MOUSE	20794	183		Mus musculus (Mouse)	10090	Uncharacterized protein
Q8C8H4	Q8C8H4_MOUSE	9655	80	Ppp2r5c	Mus musculus (Mouse)	10090	Uncharacterized protein
Q8C8H6	Q8C8H6_MOUSE	14156	124	Gm4876 EG232599	Mus musculus (Mouse)	10090	Predicted gene, EG232599
Q8C8I0	Q8C8I0_MOUSE	42717	378	Plcb3	Mus musculus (Mouse)	10090	Phospholipase C, beta 3
Q8C8I1	Q8C8I1_MOUSE	17533	164	Dpp6	Mus musculus (Mouse)	10090	Uncharacterized protein
Q8C8I4	Q8C8I4_MOUSE	13732	124	Ccdc28a	Mus musculus (Mouse)	10090	CC28A protein
Q8C8I5	Q8C8I5_MOUSE	32895	301	Rnf214	Mus musculus (Mouse)	10090	RING finger protein 214
Q8C8I8	Q8C8I8_MOUSE	14851	129	Zfp318	Mus musculus (Mouse)	10090	Uncharacterized protein
Q8C8I9	Q8C8I9_MOUSE	18536	170	Gm10125	Mus musculus (Mouse)	10090	Uncharacterized protein
Q8C8J0	STPG2_MOUSE	62698	561	Stpg2	Mus musculus (Mouse)	10090	Sperm-tail PG-rich repeat-containing protein 2
Q8C8J2	Q8C8J2_MOUSE	12876	113	Alg14	Mus musculus (Mouse)	10090	Uncharacterized protein
Q8C8J3	Q8C8J3_MOUSE	14569	126	Trmt2b	Mus musculus (Mouse)	10090	TRM2 tRNA methyltransferase 2B
Q8C8J5	Q8C8J5_MOUSE	12885	116	Gm10118	Mus musculus (Mouse)	10090	Uncharacterized protein
Q8C8J9	Q8C8J9_MOUSE	16759	155		Mus musculus (Mouse)	10090	RING-type domain-containing protein
Q8C8K0	Q8C8K0_MOUSE	42522	384	Edil3	Mus musculus (Mouse)	10090	EGF-like repeats and discoidin I-like domains 3
Q8C8K6	Q8C8K6_MOUSE	73987	696	Atxn7l2	Mus musculus (Mouse)	10090	Ataxin 7-like 2 (Atxn7l2 protein)
Q8C8L0	Q8C8L0_MOUSE	15600	147	Dipk1c	Mus musculus (Mouse)	10090	Uncharacterized protein
Q8C8L1	Q8C8L1_MOUSE	58788	515	Lrrtm2	Mus musculus (Mouse)	10090	Leucine-rich repeat transmembrane neuronal protein 2
Q8C8L2	Q8C8L2_MOUSE	34809	333	B630019K06Rik	Mus musculus (Mouse)	10090	Uncharacterized protein
Q8C8L4	Q8C8L4_MOUSE	11690	104	B630019A10Rik	Mus musculus (Mouse)	10090	Uncharacterized protein
Q8C8L8	Q8C8L8_MOUSE	25176	238	B630006N21Rik	Mus musculus (Mouse)	10090	Uncharacterized protein
Q8C8M4	Q8C8M4_MOUSE	12629	113	Gm10336	Mus musculus (Mouse)	10090	Uncharacterized protein
Q8C8M9	Q8C8M9_MOUSE	48709	439	Ttc5	Mus musculus (Mouse)	10090	Tetratricopeptide repeat protein 5 OB fold domain-containing protein
Q8C8N0	Q8C8N0_MOUSE	52762	463	Itpr1	Mus musculus (Mouse)	10090	Ion transport domain-containing protein
Q8C8N1	Q8C8N1_MOUSE	29624	274	N4bp1 BC004022	Mus musculus (Mouse)	10090	NEDD4-binding protein 1
Q8C8N4	Q8C8N4_MOUSE	102867	903	Macf1	Mus musculus (Mouse)	10090	Uncharacterized protein
Q8C8P3	Q8C8P3_MOUSE	16991	153	Wdr37	Mus musculus (Mouse)	10090	WD repeat-containing protein 37
Q8C8P7	Q8C8P7_MOUSE	19177	189	Gm10300 Epb4.1	Mus musculus (Mouse)	10090	Uncharacterized protein
Q8C8P9	Q8C8P9_MOUSE	13998	130	Gm19359	Mus musculus (Mouse)	10090	Uncharacterized protein
Q8C8Q0	Q8C8Q0_MOUSE	20667	189	Iqsec1 D6Ertd349e	Mus musculus (Mouse)	10090	Uncharacterized protein
Q8C8Q1	Q8C8Q1_MOUSE	18568	181	A930035D04Rik	Mus musculus (Mouse)	10090	Uncharacterized protein
Q8C8Q9	Q8C8Q9_MOUSE	12513	111		Mus musculus (Mouse)	10090	Uncharacterized protein
