MitoCarta3.0_List	MitoCarta3.0_Evidence	MitoCarta3.0_SubMitoLocalization	MitoCarta3.0_MitoPathways	Uniprot	HPA_Main_Location_2020 (Reliability)
MitoCarta3.0	"APEX_matrix, GFP, coexpression, MS/MS"	MIM	OXPHOS > Complex III > CIII assembly factors | OXPHOS > OXPHOS assembly factors	Q9BRT2	Mitochondria (Supported)
MitoCarta3.0	"literature, targetP signal, mito protein domain"	MOM	"Protein import, sorting and homeostasis > Protein homeostasis > Proteases | Mitochondrial dynamics and surveillance > Mitophagy | Mitochondrial dynamics and surveillance > Autophagy"	Q70CQ3	
MitoCarta3.0	"APEX_matrix, targetP signal, mito protein domain"	Matrix	Mitochondrial central dogma > mtRNA metabolism > mt-mRNA modifications | Mitochondrial central dogma > mtRNA metabolism > mtRNA stability and decay	Q6L8Q7	
MitoCarta3.0	"GFP, Rickettsial homolog, mito protein domain"	MOM	Metabolism > Nucleotide metabolism > Nucleotide synthesis and processing	Q13232	Nucleoplasm (Approved)
MitoCarta3.0	"literature, mito protein domain"	Matrix	Mitochondrial central dogma > mtRNA metabolism > mtRNA granules | Mitochondrial central dogma > Translation > Mitochondrial ribosome assembly	Q7L2E3	Mitochondria (Supported)
MitoCarta3.0	"GFP, induction, coexpression"	MIM	Mitochondrial central dogma > mtRNA metabolism > mtRNA granules | Mitochondrial central dogma > mtRNA metabolism > Polycistronic mtRNA processing | Mitochondrial central dogma > mtRNA metabolism > mtRNA stability and decay	Q14296	Mitochondria (Approved)
MitoCarta3.0	"APEX_matrix, Rickettsial homolog, coexpression"	Matrix	Mitochondrial central dogma > mtRNA metabolism > mt-rRNA modifications	A6NJ78	Golgi apparatus;Plasma membrane (Approved)
MitoCarta3.0	"literature, targetP signal+, mito protein domain"	MIM	Metabolism > Metals and cofactors > Heme-containing proteins | Metabolism > Vitamin metabolism > Vitamin D metabolism	Q07973	Mitochondria;Nucleoplasm (Supported)
MitoCarta3.0	"literature, targetP signal+, mito protein domain"	Matrix	Metabolism > Metals and cofactors > NAD biosynthesis and metabolism	Q9UK39	Nuclear bodies (Supported)
MitoCarta3.0	"literature, targetP signal+, mito protein domain"	IMS	Metabolism > Metals and cofactors > Coenzyme A metabolism	Q9BZ23	Cytosol (Supported)
MitoCarta3.0	"literature, mito protein domain, MS/MS"	Matrix	Metabolism > Amino acid metabolism > Urea cycle	P35218	
MitoCarta3.0	"APEX_matrix, targetP signal, MS/MS"	Matrix	Metabolism > Nucleotide metabolism > Nucleotide synthesis and processing	Q9H857	
MitoCarta3.0	"APEX_IMS, APEX_matrix, GFP, Rickettsial homolog, mito protein domain+"	MIM	Mitochondrial central dogma > mtDNA maintenance > mtDNA nucleoid | Mitochondrial dynamics and surveillance > Organelle contact sites | Mitochondrial dynamics and surveillance > Intramitochondrial membrane interactions	Q5T9A4	Mitochondria (Supported)
MitoCarta3.0	"APEX_matrix, Rickettsial homolog, mito protein domain"	Matrix	Mitochondrial central dogma > mtRNA metabolism > mtRNA granules | Mitochondrial central dogma > mtRNA metabolism > mt-rRNA modifications	O95900	
MitoCarta3.0	"literature, mito protein domain, coexpression"	MIM	Signaling > cAMP-PKA signaling	P17612	Cytosol (Approved)
MitoCarta3.0	"GFP, MS/MS++"	Membrane	0	Q86VU5	Golgi apparatus (Approved)
MitoCarta3.0	"literature, yeast mito homolog+, mito protein domain"	MOM	Metabolism > Lipid metabolism > Fatty acid oxidation | Metabolism > Metals and cofactors > Carnitine synthesis and transport | Metabolism > Metals and cofactors > Carnitine shuttle	Q8TCG5	Centrosome (Approved)
MitoCarta3.0	"APEX_matrix, targetP signal, MS/MS"	Matrix	0	Q6P1S2	Nucleoplasm (Approved)
MitoCarta3.0	"literature, coexpression"	MOM	Mitochondrial dynamics and surveillance > Fusion | Mitochondrial dynamics and surveillance > Organelle contact sites	Q7L4E1	Cytosol (Approved)
MitoCarta3.0	"GFP, yeast mito homolog, mito protein domain"	unknown	0	Q7KZF4	Cytosol (Enhanced)
MitoCarta3.0	"literature, targetP signal+, mito protein domain"	Matrix	Metabolism > Amino acid metabolism > Glutamate metabolism | Metabolism > Amino acid metabolism > GABA metabolism	P49448	Mitochondria (Supported)
MitoCarta3.0	"manual, targetP signal, induction"	unknown	0	Q96IR7	Mitochondria (Supported)
MitoCarta3.0	"APEX_matrix, mito protein domain, MS/MS"	Matrix	Mitochondrial central dogma > mtRNA metabolism > mt-mRNA modifications	Q5VTE6	Nucleoplasm (Supported)
MitoCarta3.0	"literature, coexpression, MS/MS"	MIM	Metabolism > Nucleotide metabolism	Q9BQD7	Cytosol (Approved)
MitoCarta3.0	"literature, coexpression, MS/MS"	MIM	OXPHOS > Complex III > CIII assembly factors | OXPHOS > OXPHOS assembly factors	Q6UW78	Nucleoplasm (Approved)
MitoCarta3.0	"APEX_IMS, Rickettsial homolog, mito protein domain"	IMS	Metabolism > Detoxification > ROS and glutathione metabolism	Q13162	Cytosol;Endoplasmic reticulum (Supported)
MitoCarta3.0	"literature, targetP signal, Rickettsial homolog, mito protein domain"	Matrix	Mitochondrial central dogma > mtRNA metabolism > mt-tRNA modifications	Q96SZ6	Nuclear speckles (Approved)
MitoCarta3.0	"APEX_matrix, Rickettsial homolog, coexpression"	Matrix	Metabolism > Nucleotide metabolism > Nucleotide synthesis and processing	P22234	Cytosol (Approved)
MitoCarta3.0	"literature, APEX_IMS, targetP signal, coexpression"	Membrane	Mitochondrial dynamics and surveillance > Trafficking	Q8TDB4	Mitochondria (Supported)
MitoCarta3.0	"APEX_matrix, MS/MS++"	Matrix	0	Q9BSH5	Nucleoli (Enhanced)
MitoCarta3.0	"literature, targetP signal, mito protein domain, coexpression"	MIM	"Metabolism > Lipid metabolism > Cholesterol, bile acid, steroid synthesis | Metabolism > Metals and cofactors > Heme-containing proteins"	P19099	
MitoCarta3.0	"literature, mito protein domain, induction"	MOM	Metabolism > Lipid metabolism > Cardiolipin synthesis | Metabolism > Lipid metabolism > Phospholipid metabolism	Q9NRZ5	Golgi apparatus (Approved)
MitoCarta3.0	"literature, APEX_matrix, targetP signal, coexpression"	Matrix	Mitochondrial central dogma > mtRNA metabolism > mt-rRNA modifications	Q96I51	Cytosol;Nucleoplasm (Approved)
MitoCarta3.0	"APEX_matrix, targetP signal, coexpression"	Matrix	0	Q8N0U4	Cytosol (Enhanced)
MitoCarta3.0	"literature, mito protein domain+"	MOM	Mitochondrial dynamics and surveillance > Apoptosis	Q13794	Vesicles (Approved)
MitoCarta3.0	"GFP, mito protein domain, MS/MS"	Membrane	0	Q9Y2W6	Cytosol (Approved)
MitoCarta3.0	"literature, mito protein domain, induction"	MIM	Signaling > Calcium homeostasis > Calcium cycle | Small molecule transport	Q6J4K2	
MitoCarta3.0	"literature, targetP signal, mito protein domain"	MIM	Metabolism > Metals and cofactors > Heme-containing proteins | Metabolism > Vitamin metabolism > Vitamin D metabolism	O15528	
MitoCarta3.0	"literature, APEX_matrix, targetP signal, mito protein domain"	Matrix	Mitochondrial central dogma > mtDNA maintenance > mtDNA replication | Mitochondrial central dogma > mtDNA maintenance > mtDNA nucleoid	Q9UHN1	Nuclear bodies (Approved)
MitoCarta3.0	"literature, targetP signal, mito protein domain"	Matrix	Metabolism > Lipid metabolism	Q8N1Q8	
MitoCarta3.0	"manual, mito protein domain+"	MOM	Mitochondrial dynamics and surveillance > Apoptosis	Q13323	
MitoCarta3.0	"literature, APEX_matrix, mito protein domain+"	Matrix	Mitochondrial central dogma > mtDNA maintenance > mtDNA nucleoid | Mitochondrial central dogma > mtRNA metabolism > Transcription	Q99551	Mitochondria (Supported)
MitoCarta3.0	"manual, mito protein domain+"	Membrane	Mitochondrial dynamics and surveillance > Fission	Q6P444	Vesicles (Uncertain)
MitoCarta3.0	"literature, mito protein domain"	MIM	Metabolism > Detoxification > ROS and glutathione metabolism | Metabolism > Detoxification > Selenoproteins	P36969	Mitochondria;Nucleoplasm (Supported)
MitoCarta3.0	"manual, yeast mito homolog+"	MOM	"Protein import, sorting and homeostasis > Protein import and sorting"	Q6UXN7	
MitoCarta3.0	"GFP, induction, coexpression"	Membrane	Metabolism > Amino acid metabolism > Catechol metabolism	P21964	Vesicles (Supported)
MitoCarta3.0	"literature, mito protein domain, coexpression"	Matrix	Mitochondrial central dogma > mtRNA metabolism > mt-rRNA modifications | Mitochondrial central dogma > mtRNA metabolism > mt-mRNA modifications	Q86UA3	Nucleoplasm (Supported)
MitoCarta3.0	"APEX_matrix, targetP signal"	Matrix	0	Q8TB22	Nucleoplasm (Approved)
MitoCarta3.0	"manual, targetP signal+, mito protein domain"	Matrix	Metabolism > Carbohydrate metabolism > Ketone metabolism	Q9BYC2	
MitoCarta3.0	"APEX_IMS, MS/MS"	Membrane	0	Q96BQ5	Nucleoli fibrillar center;Nucleoplasm (Approved)
MitoCarta3.0	"literature, mito protein domain, coexpression"	unknown	0	Q16526	Microtubules;Nuclear membrane;Nucleoplasm (Supported)
MitoCarta3.0	"manual, targetP signal, mito protein domain"	Matrix	Metabolism > Lipid metabolism > Fatty acid oxidation	Q68CK6	
MitoCarta3.0	"literature, mito protein domain"	MOM	Mitochondrial dynamics and surveillance > Trafficking	Q96H55	Mitochondria (Supported)
MitoCarta3.0	"literature, APEX_matrix, GFP, targetP signal"	Matrix	Mitochondrial central dogma > mtDNA maintenance > mtDNA replication | Mitochondrial central dogma > mtDNA maintenance > mtDNA stability and decay	Q9BQP7	Mitochondria (Supported)
MitoCarta3.0	"literature, mito protein domain"	MOM	Mitochondrial dynamics and surveillance > Apoptosis	O43236	Nucleoplasm (Supported)
MitoCarta3.0	"literature, mito protein domain, induction"	MIM	Signaling > Calcium homeostasis > EF hand proteins	Q9BUP0	Golgi apparatus (Supported)
MitoCarta3.0	"GFP, induction, coexpression"	MIM	OXPHOS > OXPHOS assembly factors | OXPHOS > Respirasome assembly	Q9BUV8	Cytosol (Approved)
MitoCarta3.0	"literature, Rickettsial homolog, mito protein domain"	Matrix	Mitochondrial central dogma > mtDNA maintenance > mtDNA repair	P27695	Nucleoplasm (Supported)
MitoCarta3.0	"GFP, Rickettsial homolog, mito protein domain"	Membrane	Metabolism > Lipid metabolism > Phospholipid metabolism	O15270	Mitochondria (Approved)
MitoCarta3.0	"literature, MS/MS"	MIM	OXPHOS > Complex I > CI assembly factors | OXPHOS > OXPHOS assembly factors	Q96GE9	
MitoCarta3.0	"literature, coexpression"	MIM	OXPHOS > Complex V > CV assembly factors | OXPHOS > OXPHOS assembly factors	Q6P4H8	Nucleoplasm;Vesicles (Approved)
MitoCarta3.0	"GFP, targetP signal"	MOM	Metabolism > Carbohydrate metabolism	Q8WWR8	
MitoCarta3.0	"literature, targetP signal, mito protein domain"	IMS	"Protein import, sorting and homeostasis > Protein homeostasis > Proteases | Mitochondrial dynamics and surveillance > Apoptosis"	P55211	Mitochondria (Approved)
MitoCarta3.0	"literature, APEX_IMS, mito protein domain"	MIM	"Protein import, sorting and homeostasis > Protein import and sorting > TIM22 carrier pathway | Metabolism > Lipid metabolism > Phospholipid metabolism"	Q53H12	Mitochondria (Supported)
MitoCarta3.0	"manual, mito protein domain"	MOM	Mitochondrial dynamics and surveillance > Apoptosis	Q07820	Mitochondria (Enhanced)
MitoCarta3.0	"GFP, Rickettsial homolog, mito protein domain"	Matrix	Mitochondrial central dogma > mtRNA metabolism > mt-tRNA modifications	Q9NX74	Cytosol (Enhanced)
MitoCarta3.0	"literature, Rickettsial homolog, mito protein domain"	MOM	Metabolism > Lipid metabolism > Cardiolipin synthesis | Mitochondrial dynamics and surveillance > Fusion	Q8N2A8	
MitoCarta3.0	"literature, mito protein domain"	MOM	"Protein import, sorting and homeostasis > Protein import and sorting > TOM"	Q15785	
MitoCarta3.0	APEX_matrix	Matrix	Mitochondrial central dogma > mtRNA metabolism > mtRNA granules | Mitochondrial central dogma > mtRNA metabolism > Polycistronic mtRNA processing	O15091	Mitochondria (Supported)
MitoCarta3.0	"literature, mito protein domain"	MIM	Metabolism > Lipid metabolism > Cardiolipin synthesis	Q9NRY6	Mitochondria (Supported)
MitoCarta3.0	"literature, APEX_IMS, targetP signal, mito protein domain"	MIM	Metabolism > Nucleotide metabolism > Creatine metabolism	0	
MitoCarta3.0	"literature, mito protein domain+"	MIM	OXPHOS > Complex I > CI subunits | OXPHOS > OXPHOS subunits	O75438	Mitochondria (Supported)
MitoCarta3.0	"APEX_matrix, mito protein domain+"	unknown	0	B4DJ38	Mitochondria (Approved)
MitoCarta3.0	"literature, mito protein domain"	MOM	"Protein import, sorting and homeostasis > Protein homeostasis | Mitochondrial dynamics and surveillance > Apoptosis"	Q14790	Cytosol (Supported)
MitoCarta3.0	"literature, mito protein domain"	MOM	Mitochondrial dynamics and surveillance > Apoptosis	Q07817	Mitochondria (Approved)
MitoCarta3.0	"literature, mito protein domain"	Matrix	Mitochondrial central dogma > Translation	Q9NVH0	Mitochondria (Approved)
MitoCarta3.0	"GFP, MS/MS"	MOM	Mitochondrial dynamics and surveillance > Fission | Mitochondrial dynamics and surveillance > Trafficking	Q8N2F6	Mitochondria (Enhanced)
MitoCarta3.0	"literature, mito protein domain"	MOM	Mitochondrial dynamics and surveillance > Fission	Q96C03	
MitoCarta3.0	"literature, targetP signal, coexpression"	Matrix	Mitochondrial central dogma > mtRNA metabolism > mt-tRNA modifications	Q9NWX6	
MitoCarta3.0	"literature, induction"	IMS	0	Q9H4A6	Golgi apparatus;Vesicles (Supported)
MitoCarta3.0	"APEX_matrix, Rickettsial homolog"	Matrix	0	Q4J6C6	
MitoCarta3.0	"APEX_matrix, targetP signal"	Matrix	Mitochondrial central dogma > mtRNA metabolism > Polycistronic mtRNA processing | Mitochondrial central dogma > mtRNA metabolism > mtRNA stability and decay	Q14CZ7	Mitochondria;Nucleoplasm (Supported)
MitoCarta3.0	"literature, targetP signal"	IMS	OXPHOS > Complex IV > CIV assembly factors | OXPHOS > OXPHOS assembly factors	Q96ST8	Cytosol (Supported)
MitoCarta3.0	manual 	MOM	Metabolism > Lipid metabolism > Cardiolipin synthesis | Metabolism > Lipid metabolism > Phospholipid metabolism	Q6NUI2	Mitochondria (Approved)
MitoCarta3.0	"APEX_IMS, coexpression"	IMS	Mitochondrial dynamics and surveillance > Autophagy	Q14596	Vesicles (Supported)
MitoCarta3.0	"manual, mito protein domain"	MOM	Mitochondrial dynamics and surveillance > Apoptosis	Q9UMX3	
MitoCarta3.0	"APEX_IMS, mito protein domain"	IMS	"Protein import, sorting and homeostasis > Protein homeostasis > Chaperones"	Q96AY3	Vesicles (Approved)
MitoCarta3.0	"APEX_matrix, targetP signal"	Matrix	0	Q8NE22	Nucleoplasm (Approved)
MitoCarta3.0	"manual, targetP signal, mito protein domain"	MIM	"Metabolism > Lipid metabolism > Cholesterol, bile acid, steroid synthesis | Metabolism > Metals and cofactors > Heme-containing proteins"	P15538	
MitoCarta3.0	"literature, targetP signal, mito protein domain"	Matrix	Signaling	A8MUP2	
MitoCarta3.0	literature	MOM	Mitochondrial dynamics and surveillance > Fusion	Q8NAN2	Mitochondria (Supported)
MitoCarta3.0	APEX_matrix	Matrix	Metabolism > Carbohydrate metabolism	P49247	Nucleoplasm;Plasma membrane;Vesicles (Approved)
MitoCarta3.0	manual 	MOM	Mitochondrial dynamics and surveillance > Apoptosis	Q96PG8	Cytosol (Approved)
MitoCarta3.0	"literature, mito protein domain"	MOM	Mitochondrial dynamics and surveillance > Apoptosis	Q92934	Mitochondria (Enhanced)
MitoCarta3.0	"literature, mito protein domain"	MOM	Mitochondrial dynamics and surveillance > Apoptosis	P10415	Nuclear membrane (Supported)
MitoCarta3.0	"manual, mito protein domain"	MOM	Mitochondrial dynamics and surveillance > Apoptosis	Q16548	
MitoCarta3.0	"literature, mito protein domain"	MOM	Mitochondrial dynamics and surveillance > Apoptosis	Q92843	Nucleoplasm (Uncertain)
MitoCarta3.0	"literature, mito protein domain"	IMS	"Protein import, sorting and homeostasis > Protein homeostasis > Proteases | Mitochondrial dynamics and surveillance > Apoptosis"	P42574	Mitochondria;Nucleoplasm (Supported)
MitoCarta3.0	"literature, mito protein domain"	MOM	0	Q09013	Cytosol (Approved)
MitoCarta3.0	"literature, mito protein domain"	Matrix	Mitochondrial central dogma > mtDNA maintenance > mtDNA replication | Metabolism > Metals and cofactors > Fe-S-containing proteins	P51530	Mitochondria (Supported)
MitoCarta3.0	"literature, mito protein domain"	MIM	OXPHOS > Complex I > CI subunits | OXPHOS > OXPHOS subunits	P03923	
MitoCarta3.0	"manual, mito protein domain"	MOM	Mitochondrial dynamics and surveillance > Mitophagy | Mitochondrial dynamics and surveillance > Autophagy	O60260	Nuclear speckles (Supported)
MitoCarta3.0	"literature, APEX_matrix, mito protein domain"	Matrix	Mitochondrial central dogma > mtRNA metabolism > mtRNA granules | Mitochondrial central dogma > mtRNA metabolism > mt-tRNA modifications	Q13686	Nucleoplasm (Supported)
MitoCarta3.0	"literature, mito protein domain"	unknown	0	Q9NRD5	Mitochondria (Approved)
MitoCarta3.0	"manual, mito protein domain"	MOM	Mitochondrial dynamics and surveillance > Apoptosis	Q9HD36	
MitoCarta3.0	"literature, mito protein domain"	MOM	Signaling > cAMP-PKA signaling	O43572	Cytosol;Plasma membrane (Supported)
MitoCarta3.0	"literature, mito protein domain"	Matrix	Mitochondrial dynamics and surveillance > Apoptosis	Q9Y6J8	Nuclear speckles (Approved)
MitoCarta3.0	"literature, mito protein domain"	Matrix	Mitochondrial central dogma > mtRNA metabolism > mt-tRNA modifications	Q08J23	Nucleoplasm (Approved)
MitoCarta3.0	"literature, mito protein domain"	Membrane	Signaling > cAMP-PKA signaling	Q96PN6	
MitoCarta3.0	"literature, mito protein domain"	MIM	Metabolism > Lipid metabolism > Phospholipid metabolism | Mitochondrial dynamics and surveillance > Apoptosis	Q9NRA0	Vesicles (Supported)
MitoCarta3.0	"APEX_matrix, mito protein domain"	Matrix	Mitochondrial central dogma > mtRNA metabolism > mt-tRNA modifications	Q9H649	Nuclear membrane;Nucleoplasm (Approved)
MitoCarta3.0	"literature, mito protein domain"	Matrix	0	Q96DU9	
MitoCarta3.0	"GFP, mito protein domain"	unknown	"Protein import, sorting and homeostasis > Protein homeostasis"	Q8N3Z0	
MitoCarta3.0	"literature, mito protein domain"	Matrix	Mitochondrial central dogma > mtDNA maintenance > mtDNA repair	Q96LW4	Cytosol (Approved)
MitoCarta3.0	"literature, APEX_IMS"	MOM	Metabolism > Lipid metabolism > Phospholipid metabolism	Q96JX3	
MitoCarta3.0	"APEX_IMS, coexpression"	MOM	Mitochondrial dynamics and surveillance > Fission | Mitochondrial dynamics and surveillance > Organelle contact sites | Mitochondrial dynamics and surveillance > Autophagy	P56962	Cytosol;Nucleoli (Uncertain)
MitoCarta3.0	"APEX_matrix, mito protein domain"	Matrix	Mitochondrial central dogma > mtRNA metabolism > mt-tRNA modifications | Mitochondrial central dogma > mtRNA metabolism > mt-rRNA modifications | Mitochondrial central dogma > Translation > Mitochondrial ribosome assembly	Q9BVS5	Cytosol (Uncertain)
